2022-04-22 17:17:36.422555	7c 80 82 0e 05 
2022-04-22 17:17:36.582449	7f 7e 83 0b 04 
2022-04-22 17:17:36.742483	83 81 85 0e 02 
2022-04-22 17:17:36.944986	84 82 84 06 01 
2022-04-22 17:17:37.182408	83 7f 81 03 01 
2022-04-22 17:17:37.343393	7a 7d 7a 1f 03 02 ff 09 7a 7d 7a 1f 03 02 ff 
2022-04-22 17:17:37.584076	7b 7f 83 09 01 
2022-04-22 17:17:37.825445	7c 7e 7e 27 01 03 ff 09 7c 7e 7e 27 01 03 ff 
2022-04-22 17:17:38.144317	7f 7c 7d 11 
2022-04-22 17:17:38.302563	7e 7e 79 14 
2022-04-22 17:17:38.462673	7c 7e 78 1f ff 02 fe 09 8a 83 87 08 fd 
2022-04-22 17:17:38.622521	86 7f 85 06 fe 
2022-04-22 17:17:38.782639	7b 7e 78 23 ff 02 ff 09 86 7f 85 06 fe 
2022-04-22 17:17:39.023141	7a 7d 79 29 
2022-04-22 17:17:39.222647	7a 7e 7b 28 fe 03 fe 09 7e 7d 82 0b ff 
2022-04-22 17:17:39.422661	7c 80 7d 23 fd 02 ff 09 7d 7f 82 08 ff 
2022-04-22 17:17:39.582627	87 83 83 15 fc 
2022-04-22 17:17:39.743079	78 7e 76 1c fd 01 fe 09 78 7e 76 1c fd 01 fe 
2022-04-22 17:17:39.943228	77 7e 76 1f fe 02 fe 09 77 7e 76 1f fe 02 fe 
2022-04-22 17:17:40.143147	81 80 7c 1d fd 01 ff 09 81 80 7c 1d fd 01 ff 
2022-04-22 17:17:40.343102	82 7f 7c 1d fd 01 fe 09 82 7f 7c 1d fd 01 fe 
2022-04-22 17:17:40.543176	7a 7f 83 07 fe 
2022-04-22 17:17:40.743161	81 7d 80 09 ff 
2022-04-22 17:17:40.943277	7a 7e 78 13 ff 
2022-04-22 17:17:41.142887	88 81 7e 21 fd 02 01 09 85 7f 83 
2022-04-22 17:17:41.342989	82 81 81 18 fd 01 09 7c 7e 81 10 
2022-04-22 17:17:41.543036	8a 82 87 
2022-04-22 17:17:41.742925	79 7f 7a 29 
2022-04-22 17:17:41.943285	82 80 7e 1e fd 01 ff 09 82 80 7e 1e fd 01 ff 
2022-04-22 17:17:42.142995	7f 81 84 16 fd 01 
2022-04-22 17:17:42.342789	88 80 84 06 fc 
2022-04-22 17:17:42.542971	7e 7e 81 
2022-04-22 17:17:42.742636	87 7f 7f 12 fe 
2022-04-22 17:17:42.982591	84 81 86 10 fd 
2022-04-22 17:17:43.143126	7d 7f 80 1c fe 01 05 09 77 7f 7d 26 fd 03 02 
2022-04-22 17:17:43.342961	80 80 82 e9 fb 
2022-04-22 17:17:43.542883	81 81 81 fa fd 
2022-04-22 17:17:43.743019	85 81 84 ed fc 
2022-04-22 17:17:43.942928	85 83 85 ea fb 
2022-04-22 17:17:44.142939	78 7b 7e f4 fe 
2022-04-22 17:17:44.382719	7c 7f 7e fb fc 
2022-04-22 17:17:44.543085	77 7a 7a fd fe 
2022-04-22 17:17:44.742978	87 82 84 ea fc 
2022-04-22 17:17:44.942972	84 85 84 e4 fb 01 01 09 75 7b 79 02 
2022-04-22 17:17:45.143022	7e 7c 7f e8 fd 
2022-04-22 17:17:45.342978	7a 7c 7b ff 
2022-04-22 17:17:45.542961	80 7c 79 
2022-04-22 17:17:45.743131	85 81 7f e6 03 01 fc 09 79 7c 82 f7 
2022-04-22 17:17:45.943020	81 84 80 fa 02 
2022-04-22 17:17:46.143452	7f 80 7e f0 fe 
2022-04-22 17:17:46.342980	7a 7c 7b f0 
2022-04-22 17:17:46.543371	79 7d 7a f9 01 
2022-04-22 17:17:46.743001	77 7d 7b 01 02 
2022-04-22 17:17:46.942996	86 83 86 e4 ff 01 
2022-04-22 17:17:47.142866	81 85 83 e7 fe 01 
2022-04-22 17:17:47.382758	82 7c 7f e7 02 01 ff 09 7d 7c 7c fd 03 
2022-04-22 17:17:47.543386	7d 7d 7e f2 03 
2022-04-22 17:17:47.743094	78 7b 7a fd 04 
2022-04-22 17:17:47.982629	84 85 86 e2 ff 01 
2022-04-22 17:17:48.142951	83 81 86 e2 ff 01 ff 09 83 81 86 e2 ff 01 ff 
2022-04-22 17:17:48.342931	7b 7c 7d ea 02 
2022-04-22 17:17:48.543061	7c 7c 7c f3 02 
2022-04-22 17:17:48.782608	73 7a 78 fb 04 
2022-04-22 17:17:48.982598	84 85 86 dd 
2022-04-22 17:17:49.143126	80 7f 80 e0 02 01 fe 09 7c 7b 7a f6 05 
2022-04-22 17:17:49.382999	78 7d 7b f1 03 
2022-04-22 17:17:49.542967	79 7c 78 fc 04 
2022-04-22 17:17:49.742959	82 7f 81 f3 06 
2022-04-22 17:17:49.943332	7a 7d 7e f5 05 
2022-04-22 17:17:50.143038	7b 7c 7d 01 05 
2022-04-22 17:17:50.342888	81 7e 79 fd 06 
2022-04-22 17:17:50.582960	82 81 87 e9 03 
2022-04-22 17:17:50.782827	7f 82 83 f0 01 
2022-04-22 17:17:50.942901	7d 7e 7d fb 02 
2022-04-22 17:17:51.143004	85 82 84 f4 02 
2022-04-22 17:17:51.343039	82 84 82 f7 01 
2022-04-22 17:17:51.543028	7c 7d 7c f7 02 
2022-04-22 17:17:51.743088	7b 7d 7b fb 04 
2022-04-22 17:17:51.982851	7a 7c 7b ff 05 
2022-04-22 17:17:52.143345	7f 82 83 e9 02 
2022-04-22 17:17:52.342990	7d 7d 7f ef 03 
2022-04-22 17:17:52.582756	79 7d 7c 02 05 
2022-04-22 17:17:52.743109	7e 7c 7d fb 07 
2022-04-22 17:17:52.942954	86 84 81 ef 05 
2022-04-22 17:17:53.182765	84 81 83 e8 03 01 ff 09 84 81 83 e8 03 01 ff 
2022-04-22 17:17:53.342965	7d 7f 7f f6 05 
2022-04-22 17:17:53.543140	86 81 82 e2 03 01 ff 09 7d 7c 7f f3 04 
2022-04-22 17:17:53.743090	81 81 83 e3 02 01 fe 09 7b 7b 7d f5 04 
2022-04-22 17:17:53.942968	7f 7d 80 ee 03 
2022-04-22 17:17:54.142987	7d 7c 7e f2 03 
2022-04-22 17:17:54.343246	84 81 82 e1 03 01 fe 09 84 81 82 e1 03 01 fe 
2022-04-22 17:17:54.542938	80 83 83 e1 03 01 fe 09 80 83 83 e1 03 01 fe 
2022-04-22 17:17:54.783121	7e 7c 7c e7 04 01 fd 09 7e 7c 7c e7 04 01 fd 
2022-04-22 17:17:54.943065	7d 7c 7c ee 06 
2022-04-22 17:17:55.222700	7b 7d 7c f3 04 
2022-04-22 17:17:55.382870	84 81 85 d8 02 02 fb 09 84 81 85 d8 02 02 fb 
2022-04-22 17:17:55.582695	7a 7d 7d eb 03 
2022-04-22 17:17:55.743255	85 80 80 da ff 02 fc 09 7d 7e 80 df 01 01 fb 
2022-04-22 17:17:55.943293	87 89 7e 60 28 17 07 09 88 84 89 f9 
2022-04-22 17:17:56.143245	80 7b 7c 6d 4d 2c 2f 09 86 7f 7c 80 4d 32 0e 
2022-04-22 17:17:56.343162	7b 81 83 30 1d 1f 6a 09 7d 76 74 3e 34 1f 58 
2022-04-22 17:17:56.582832	83 80 82 2c 14 20 70 09 83 80 82 2c 14 20 70 
